module	year	julian_day
IKTCAS32	1979	330
IKTCAS33	1978	348
IKTCAS40	1978	348
IKTCAS41	1978	348
IKTCAS42	1978	348
IKTCAS51	1978	348
IKTCAS52	1979	072
IKTCAS53	1980	017
IKTCAS54	1980	017
IKTCAS55	1978	348
IKTCAS56	1979	330
IKTCASCX	1980	017
IKTCASOX	1981	233
IKTEXIT	1979	072
IKTIIOM	1980	017
IKTIMIDS	1982	263
IKTIMLU2	1980	247
IKTIOFRR	1980	017
IKTIST00	1978	348
IKTLOGFF	1980	164
IKTLOGR	1980	017
IKTLTERM	1981	233
IKTMSGS	1980	017
IKTOMIDS	1981	021
IKTOMLU2	1982	263
IKTQMIN	1982	263
IKTRPLXT	1978	348
IKTTIMRT	1982	050
IKTTOMJR	1979	072
IKTTOMRT	1982	050
IKTVTGET	1984	028
IKTVTPUT	1980	164
IKTXLOG	1978	348
IKTXMTPT	1984	028
ILRACT	1979	080
ILRASM00	1978	349
ILRFMT00	1981	234
ILRFMTCV	1981	021
ILRFMTPG	1978	349
ILRFMTSW	1981	021
ILRFRSLT	1978	349
ILRGOS01	1979	330
ILRJTERM	1978	349
ILRPEX	1978	349
ILRPGEXP	1982	258
ILRPREAD	1978	349
ILRRLG	1979	330
ILRSAV	1979	080
ILRSLOTC	1985	211
ILRSWPDR	1978	349
ILRTMI00	1978	349
ILRTMI01	1979	330
IOEDKCLS	1978	348
IOEDKGET	1978	348
IOEDKMSG	1984	028
IOEDKOPN	1984	028
IOEDKPUT	1978	348
IOEDKRDR	1984	028
IOEDKWTR	1984	028
IOEESTAE	1978	348
IOESDKTI	1978	348
IOESDKTO	1984	028
IQADVM00	1978	349
IQARIH00	1978	349
IRARMMSG	1981	021
IRARMSET	1981	234
IRARMWAR	1981	234
IRBMFALL	1978	348
IRBMFANL	1978	318
IRBMFCNV	1978	348
IRBMFDDP	1978	348
IRBMFDHP	1978	348
IRBMFDPP	1978	348
IRBMFDSP	1978	348
IRBMFDTA	1978	348
IRBMFDTP	1978	348
IRBMFDWP	1978	348
IRBMFECH	1978	348
IRBMFEDV	1978	348
IRBMFEVT	1978	348
IRBMFFUR	1978	348
IRBMFICP	1978	348
IRBMFIDV	1978	348
IRBMFIHA	1978	348
IRBMFINP	1978	348
IRBMFIOI	1978	348
IRBMFIPG	1978	348
IRBMFISP	1978	348
IRBMFITR	1978	348
IRBMFIWK	1978	348
IRBMFLAV	1978	348
IRBMFLCV	1978	348
IRBMFLDV	1978	348
IRBMFLHV	1978	348
IRBMFLMV	1978	348
IRBMFLPV	1978	348
IRBMFLSV	1978	348
IRBMFLTV	1978	348
IRBMFLWV	1978	348
IRBMFMPR	1978	348
IRBMFRCR	1978	348
IRBMFRDR	1978	348
IRBMFRHR	1978	348
IRBMFRPR	1978	348
IRBMFRSR	1978	348
IRBMFRTR	1978	348
IRBMFRWR	1978	348
IRBMFSAR	1978	348
IRBMFSDE	1978	348
IRBMFTCH	1978	348
IRBMFTRM	1978	348
IRBMFTTB	1978	348
ISDACNFG	1982	264
ISDAGET0	1978	349
ISDAHEXP	1979	330
ISDAOPT0	1979	198
ISDAPARM	1981	021
ISDAPWR0	1978	349
ISDAPWR1	1978	349
ISDASDA0	1984	028
ISDASUM2	1981	233
ISTAICCK	1978	348
ISTAICIR	1980	247
ISTAICPT	1979	330
ISTAICTN	1979	330
ISTAPC11	1980	017
ISTAPC12	1978	348
ISTAPC22	1980	017
ISTAPC23	1979	072
ISTAPC25	1979	198
ISTAPC31	1979	072
ISTAPC32	1979	330
ISTAPC33	1978	348
ISTAPC34	1978	348
ISTAPC35	1978	348
ISTAPC36	1978	348
ISTAPC37	1978	348
ISTAPC38	1978	348
ISTAPC41	1978	348
ISTAPC51	1978	348
ISTAPC52	1979	330
ISTAPC53	1978	348
ISTAPC54	1982	259
ISTAPC55	1979	072
ISTAPC56	1978	348
ISTAPC57	1978	348
ISTAPC58	1979	330
ISTAPC59	1978	348
ISTAPC61	1980	017
ISTAPC62	1981	233
ISTAPC63	1979	198
ISTAPC64	1978	348
ISTAPC66	1980	017
ISTAPC83	1979	072
ISTAPC84	1980	247
ISTAPM69	1978	348
ISTATM00	1978	348
ISTATM10	1979	072
ISTAUCAG	1978	348
ISTAUCAT	1978	348
ISTCC010	1978	348
ISTCC011	1978	348
ISTCC012	1978	348
ISTCC013	1979	198
ISTCC016	1978	348
ISTCFCDP	1978	348
ISTCFCMM	1980	247
ISTCFCPC	1980	247
ISTCFCPO	1978	348
ISTCFCR1	1980	164
ISTCFCR2	1979	072
ISTCFCRP	1978	348
ISTCFCS1	1980	164
ISTCFCS2	1980	164
ISTCFF3D	1978	348
ISTCFMMI	1980	164
ISTCFMTM	1980	164
ISTCRCR4	1978	348
ISTDCC00	1979	198
ISTDCC02	1979	072
ISTDCC10	1978	348
ISTDCC11	1979	198
ISTDCC12	1978	348
ISTDCC13	1978	348
ISTDCC20	1978	348
ISTDCC21	1981	233
ISTDCC22	1978	348
ISTDCC23	1978	348
ISTDCC24	1978	348
ISTDCC25	1981	233
ISTDCC30	1979	072
ISTDCC31	1978	348
ISTDCC32	1978	348
ISTDCC35	1982	050
ISTDCC40	1979	198
ISTDCC41	1978	348
ISTDCC42	1978	348
ISTDCC50	1979	330
ISTDCC51	1980	247
ISTDCC60	1979	198
ISTDCC61	1979	198
ISTDCC80	1979	072
ISTDCC81	1980	164
ISTDCC85	1978	348
ISTDVCBA	1978	348
ISTDVCRC	1978	348
ISTEC000	1978	348
ISTEC123	1978	348
ISTEC456	1978	348
ISTEC789	1978	348
ISTESC01	1978	348
ISTESC02	1978	348
ISTIC000	1980	247
ISTIC001	1978	348
ISTIC002	1979	198
ISTIC003	1978	348
ISTIC004	1978	348
ISTIC005	1978	348
ISTIC006	1980	017
ISTIC007	1978	348
ISTIC008	1979	198
ISTIC009	1978	348
ISTIC00A	1980	017
ISTINC02	1978	348
ISTINC05	1980	247
ISTINC32	1978	348
ISTINCA0	1978	348
ISTINCAW	1978	348
ISTINCBL	1978	348
ISTINCCC	1978	348
ISTINCCF	1978	348
ISTINCD0	1978	348
ISTINCD1	1978	348
ISTINCD2	1980	017
ISTINCD3	1978	348
ISTINCD4	1980	017
ISTINCD5	1980	017
ISTINCD6	1978	348
ISTINCD7	1980	017
ISTINCD9	1978	348
ISTINCDL	1978	348
ISTINCDP	1980	247
ISTINCDT	1978	348
ISTINCDU	1978	348
ISTINCE0	1978	348
ISTINCE1	1978	348
ISTINCE2	1978	348
ISTINCE3	1978	348
ISTINCE4	1978	348
ISTINCE5	1978	348
ISTINCE6	1978	348
ISTINCE7	1978	348
ISTINCE9	1978	348
ISTINCF1	1978	348
ISTINCF3	1978	348
ISTINCF4	1978	348
ISTINCF9	1978	348
ISTINCFE	1978	348
ISTINCFM	1978	348
ISTINCHT	1978	348
ISTINCIB	1978	348
ISTINCIO	1980	247
ISTINCIP	1979	072
ISTINCIT	1978	348
ISTINCL0	1978	348
ISTINCL1	1979	072
ISTINCL2	1978	348
ISTINCL3	1980	164
ISTINCL4	1978	348
ISTINCL5	1978	348
ISTINCL6	1978	348
ISTINCL7	1978	348
ISTINCL8	1978	348
ISTINCLM	1978	348
ISTINCMD	1978	348
ISTINCMR	1978	348
ISTINCMS	1979	072
ISTINCMY	1979	072
ISTINCNS	1981	233
ISTINCOE	1978	348
ISTINCOI	1978	348
ISTINCOQ	1980	247
ISTINCOS	1978	348
ISTINCPD	1978	348
ISTINCPH	1981	021
ISTINCQB	1978	348
ISTINCQE	1981	021
ISTINCR1	1978	348
ISTINCR2	1978	348
ISTINCR3	1978	348
ISTINCR4	1981	021
ISTINCR5	1978	348
ISTINCR6	1980	247
ISTINCRD	1981	233
ISTINCRF	1978	348
ISTINCRP	1980	247
ISTINCRR	1978	348
ISTINCRS	1978	348
ISTINCS1	1978	348
ISTINCSD	1978	348
ISTINCSH	1978	348
ISTINCSM	1978	348
ISTINCST	1979	330
ISTINCTE	1978	348
ISTINCTM	1978	348
ISTINCTR	1979	198
ISTINCU0	1978	348
ISTINCU1	1978	348
ISTINCU2	1978	348
ISTINCU3	1978	348
ISTINCU4	1978	348
ISTINCU5	1978	348
ISTINCU6	1978	348
ISTINCU8	1978	348
ISTINCUA	1978	348
ISTINCUB	1978	348
ISTINCUQ	1978	348
ISTINCV2	1978	348
ISTINCV3	1978	348
ISTINCV4	1978	348
ISTINCV5	1978	348
ISTINCV6	1978	348
ISTINCV8	1978	348
ISTINCV9	1978	348
ISTINCVA	1980	247
ISTINCVN	1978	348
ISTINCVO	1980	247
ISTINCVP	1980	164
ISTINCVS	1978	348
ISTINCVX	1978	348
ISTINCW0	1978	348
ISTINCW2	1978	348
ISTINCW3	1978	348
ISTINCW4	1978	348
ISTINCW5	1978	348
ISTINCW6	1978	348
ISTINCW7	1978	348
ISTINCW8	1978	348
ISTINCW9	1978	348
ISTINCX0	1978	348
ISTINCX1	1980	017
ISTINCX2	1978	348
ISTINCX3	1978	348
ISTINCX6	1978	348
ISTINCX7	1978	348
ISTINCX8	1980	164
ISTINCX9	1978	348
ISTINCXR	1980	017
ISTINCY0	1980	247
ISTINCY1	1980	017
ISTINCY3	1978	348
ISTINCY4	1978	348
ISTINCY5	1980	017
ISTINFIC	1981	021
ISTINFXI	1980	247
ISTINM01	1981	021
ISTINMAD	1978	348
ISTINMAL	1978	348
ISTINMAV	1982	050
ISTINMDD	1978	348
ISTINMN8	1981	021
ISTNMC1S	1978	348
ISTNMC2S	1978	348
ISTNMC3S	1979	072
ISTNMC4P	1978	348
ISTNMC4S	1978	348
ISTNMC5P	1978	348
ISTNMC5S	1978	348
ISTNMC6P	1978	348
ISTNMC6S	1978	348
ISTNMC7P	1978	348
ISTNMC7S	1979	072
ISTNMC8P	1978	348
ISTNMC9P	1978	348
ISTNMCCA	1978	348
ISTNMCCB	1978	348
ISTNMCCF	1978	348
ISTNMCCI	1978	348
ISTNMCCO	1978	348
ISTNMCCR	1978	348
ISTNMCCS	1978	348
ISTNMCCT	1978	348
ISTNMCCZ	1978	348
ISTOCCCA	1980	017
ISTOCCCB	1980	247
ISTOCCCC	1980	164
ISTOCCCH	1980	164
ISTOCCCL	1984	028
ISTOCCCM	1978	348
ISTOCCCN	1978	348
ISTOCCDF	1978	348
ISTOCCFD	1978	348
ISTOCCFO	1978	348
ISTOCCMD	1978	348
ISTOCCNV	1978	348
ISTOCCOC	1978	348
ISTOCCOD	1979	072
ISTOCCOE	1981	233
ISTOCCOF	1978	348
ISTOCCQU	1978	348
ISTOCCRD	1978	348
ISTOCCRL	1978	348
ISTOCCRT	1979	072
ISTOCCSA	1978	348
ISTOCCSD	1978	348
ISTOCCSL	1978	348
ISTOCCUR	1978	348
ISTOCFCX	1978	348
ISTOCMDC	1979	072
ISTORFBA	1978	348
ISTORFBD	1979	072
ISTORFBF	1978	348
ISTORFBQ	1978	348
ISTORFID	1978	348
ISTORFPO	1978	348
ISTORFPR	1979	198
ISTORFRA	1978	348
ISTORFSR	1978	348
ISTORMMG	1979	072
ISTORMRL	1978	348
ISTRACCA	1978	348
ISTRACCR	1978	348
ISTRACTB	1978	348
ISTRACTL	1981	233
ISTRAFD1	1981	233
ISTRAFTP	1980	164
ISTRAMA1	1981	233
ISTRAMA2	1982	050
ISTRAMA3	1980	017
ISTRAMA4	1980	017
ISTRCC21	1978	348
ISTRCC22	1978	348
ISTRCC23	1978	348
ISTRCC26	1978	348
ISTRCC30	1980	017
ISTRCC51	1978	348
ISTRCC52	1979	198
ISTRCC53	1978	348
ISTRCC54	1978	348
ISTRCC63	1978	348
ISTRCC65	1978	348
ISTRCC80	1978	348
ISTRCC81	1978	348
ISTRCFY0	1979	072
ISTSC020	1978	348
ISTSC021	1978	348
ISTSC024	1978	348
ISTSC027	1981	021
ISTSC028	1978	348
ISTSC02A	1978	348
ISTSC02B	1978	348
ISTSC02C	1978	348
ISTSC02D	1978	348
ISTSC030	1980	017
ISTSC031	1978	348
ISTSC034	1980	164
ISTSDCAL	1978	348
ISTSDCAP	1979	198
ISTSDCBU	1980	246
ISTSDCC2	1980	247
ISTSDCC3	1978	348
ISTSDCC5	1978	348
ISTSDCC7	1978	348
ISTSDCCA	1978	348
ISTSDCCB	1979	330
ISTSDCCD	1978	348
ISTSDCCF	1978	348
ISTSDCCL	1980	164
ISTSDCCN	1978	348
ISTSDCCR	1978	348
ISTSDCD1	1978	348
ISTSDCD2	1978	348
ISTSDCD3	1978	348
ISTSDCDS	1978	348
ISTSDCGE	1980	246
ISTSDCGP	1980	247
ISTSDCHS	1981	021
ISTSDCIN	1978	348
ISTSDCLM	1980	164
ISTSDCLN	1980	247
ISTSDCLP	1978	348
ISTSDCLU	1980	164
ISTSDCML	1980	247
ISTSDCMT	1980	247
ISTSDCOD	1978	348
ISTSDCP1	1978	348
ISTSDCP2	1978	348
ISTSDCP3	1978	348
ISTSDCP4	1980	247
ISTSDCP5	1978	348
ISTSDCP6	1978	348
ISTSDCPA	1978	348
ISTSDCPC	1979	198
ISTSDCPU	1980	164
ISTSDCRC	1978	348
ISTSDCRN	1980	246
ISTSDCRS	1982	050
ISTSDCSB	1978	348
ISTSDCSC	1978	348
ISTSDCSS	1980	164
ISTSDCSU	1981	021
ISTSDCTM	1978	348
ISTSDCVB	1980	247
ISTSDCVG	1978	348
ISTSDCVI	1978	348
ISTSEC01	1978	348
ISTSEC10	1978	348
ISTSEC21	1978	348
ISTSEC30	1978	348
ISTSEC40	1978	348
ISTSQC00	1979	072
ISTSQC01	1978	348
ISTSQC02	1978	348
ISTSQC03	1978	348
ISTSQC04	1978	348
ISTSQC05	1978	348
ISTSQC06	1978	348
ISTSQC07	1978	348
ISTSQC08	1978	348
ISTSQC09	1978	348
ISTSQC0A	1978	348
ISTSQC0B	1978	348
ISTSTC00	1980	017
ISTTC035	1980	017
ISTTC037	1978	348
ISTVTLOD	1978	348
ISTYCLUS	1978	348
ISTYCONT	1978	348
ISTYPSOL	1978	348
ISTYSSCP	1978	348
ISTYTCM1	1978	348
ISTYTCM2	1978	348
ISTYTCM3	1978	348
ISTZAF0A	1978	348
ISTZAF0B	1978	348
ISTZAF1A	1978	348
ISTZAF1B	1978	348
ISTZAF1R	1978	348
ISTZBF0A	1979	072
ISTZBF0B	1978	348
ISTZBF0L	1978	348
ISTZBFAA	1978	348
ISTZBFAB	1978	348
ISTZBFAE	1978	348
ISTZBFAG	1978	348
ISTZBFAI	1978	348
ISTZBFAL	1978	348
ISTZBFAM	1978	348
ISTZBFAR	1978	348
ISTZBFBA	1978	348
ISTZBFBB	1979	330
ISTZBFBI	1978	348
ISTZBFBR	1978	348
ISTZBFCB	1978	348
ISTZBFDI	1978	348
ISTZBFDR	1978	348
ISTZBFEB	1978	348
ISTZBFFA	1979	198
ISTZBFFB	1980	164
ISTZBFGA	1978	348
ISTZBFGB	1978	348
ISTZBFHA	1978	348
ISTZBFHB	1978	348
ISTZBFIA	1978	348
ISTZBFIB	1978	348
ISTZBFID	1978	348
ISTZBFIF	1980	017
ISTZBFMB	1978	348
ISTZBFNB	1978	348
ISTZBFND	1978	348
ISTZBFNE	1978	348
ISTZBFOB	1979	330
ISTZBFPB	1978	348
ISTZBFSC	1980	017
ISTZBFX0	1978	348
ISTZBFXA	1978	348
ISTZBFY0	1979	072
ISTZBFZ0	1979	072
ISTZBM0J	1979	072
ISTZBM0K	1980	017
ISTZCF0A	1978	348
ISTZCF0B	1978	348
ISTZCF1A	1979	198
ISTZCF1B	1979	072
ISTZCFAI	1978	348
ISTZCFBI	1980	247
ISTZCFCI	1978	348
ISTZDFA0	1978	348
ISTZDFB0	1978	348
ISTZDFC0	1980	247
ISTZDFD0	1980	017
ISTZDFE0	1978	348
ISTZDFF0	1978	348
ISTZDFH0	1978	348
ISTZDFI0	1978	348
ISTZDFJ0	1981	021
ISTZDFK0	1981	021
ISTZDFKA	1980	017
ISTZDFKB	1979	330
ISTZDFL0	1978	348
ISTZDFMF	1978	348
ISTZDFNB	1978	348
ISTZDFPR	1979	072
ISTZDFQR	1978	348
ISTZDFWB	1978	348
ISTZDFWR	1978	348
ISTZDFXR	1978	348
ISTZEFBA	1981	021
ISTZEFDA	1978	348
ISTZEMAA	1981	233
ISTZEMAB	1980	164
ISTZEMBB	1981	021
ISTZEMEA	1981	021
ISTZEMFA	1978	348
ISTZEMTA	1981	233
ISTZFFCB	1978	348
ISTZFFDB	1978	348
ISTZFFDF	1978	348
ISTZFFEA	1981	021
ISTZFFXA	1978	348
ISTZFM0A	1981	233
ISTZFM0B	1981	021
ISTZFM1B	1980	164
ISTZFM1F	1978	348
ISTZFM2B	1981	021
ISTZFM3B	1981	021
ISTZFMAB	1981	021
ISTZFMAF	1978	348
ISTZFMBB	1978	348
ISTZFMEB	1981	021
ISTZFMFA	1978	348
ISTZFMTA	1978	348
ISTZFMUA	1979	198
ISTZFMV0	1978	348
ISTZFMV1	1978	348
ISTZFSV0	1978	348
ISTZGF0B	1979	072
ISTZGF1A	1978	348
ISTZGFAB	1978	348
ISTZGFBB	1980	164
ISTZGFCB	1978	348
ISTZHFAN	1978	348
ISTZIF0B	1980	164
ISTZIF1B	1979	198
ISTZIFAA	1978	348
ISTZIFAB	1980	164
ISTZIFBB	1979	330
ISTZIFBI	1978	348
ISTZIFCB	1979	330
ISTZIFCI	1978	348
ISTZIFDB	1980	017
ISTZIFEB	1978	348
ISTZIFGB	1978	348
ISTZIFHB	1978	348
ISTZIFIB	1978	348
ISTZIFID	1978	348
ISTZIFJB	1978	348
ISTZIFKB	1979	330
ISTZIFKG	1978	348
ISTZIFLB	1980	247
ISTZIFMB	1979	072
ISTZIFNA	1979	198
ISTZIFNB	1980	164
ISTZIFOA	1979	072
ISTZIFOB	1978	348
ISTZIFOE	1978	348
ISTZIFSB	1978	348
ISTZIFSC	1979	072
ISTZIFSG	1979	072
ISTZIFTB	1978	348
ISTZIFUB	1978	348
ISTZIFVB	1978	348
ISTZIFWB	1979	072
ISTZIFX0	1978	348
ISTZJF0B	1978	348
ISTZJFAB	1978	348
ISTZJFBB	1978	348
ISTZJFCB	1978	348
ISTZKFBB	1978	348
ISTZKFBN	1979	072
ISTZKFCB	1978	348
ISTZKFCN	1978	348
ISTZLFAB	1978	348
ISTZLFV0	1978	348
ISTZLPV0	1979	198
ISTZPSV0	1978	348
ISTZRM01	1980	017
LETRRIP	1978	310
LINK	1978	348
LOADGO	1978	348
REMOTGEN	1978	310
SYS3CNVT	1978	310
USRDDT00	1984	026
